Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Mileage_final,Engine_cc,Power_bhp,New_Price_thousand,State,KRW,KRW_state_year,Age,Owner_Rank,log_Price,data_split
Honda Brio 1.2 S Option MT,Delhi,4215.64,2012,40315,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,5.92 Lakh,18.5,1198.0,86.8,592.0,Delhi,3083.52,3083.52,8,1,8.346556697581043,labeled_for_modeling
Mahindra Scorpio VLX 2WD AIRBAG BSIV,Jaipur,10286.16,2011,83000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8.0,,12.05,2179.0,120.0,,Rajasthan,857.88,857.88,9,1,9.23855458133735,labeled_for_modeling
Renault Duster 110PS Diesel RxL AMT,Kochi,14716.42,2017,58151,Diesel,Automatic,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,,19.6,1461.0,108.45,,Kerala,2748.78,2748.78,3,1,9.596719156181626,labeled_for_modeling
Hyundai Creta 1.6 CRDi SX,Kochi,19637.22,2017,30519,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,19.67,1582.0,126.2,,Kerala,2748.78,2748.78,3,1,9.885182024028106,labeled_for_modeling
Tata Tiago 1.2 Revotron XZ,Coimbatore,10638.74,2019,20712,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,6.59 Lakh,23.84,1199.0,84.0,659.0,Tamil Nadu,3092.48,3092.48,1,1,9.272257334830677,labeled_for_modeling
Mahindra XUV500 W6 2WD,Mumbai,14486.47,2015,48000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,16.0,2179.0,140.0,,Maharashtra,2202.22,2202.22,5,1,9.580970389348366,labeled_for_modeling
Volkswagen Vento 1.5 TDI Highline,Hyderabad,9197.76,2015,85000,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,,20.34,1498.0,103.2,,Telangana,2112.6,2112.6,5,1,9.126715255130618,labeled_for_modeling
Mercedes-Benz B Class B180,Delhi,16862.56,2013,32000,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5.0,,14.8,1595.0,120.7,,Delhi,3418.5,3418.5,7,1,9.732851058700934,labeled_for_modeling
Maruti SX4 Vxi BSIV,Delhi,3985.7,2011,52000,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5.0,,15.5,1586.0,103.3,,Delhi,2775.02,2775.02,9,1,8.290468234518329,labeled_for_modeling
Hyundai Getz GLE,Hyderabad,2989.27,2007,58307,Petrol,Manual,First,15.3 kmpl,1341 CC,83 bhp,5.0,,15.3,1341.0,83.0,,Telangana,3386.01,3386.01,13,1,8.002784489418772,labeled_for_modeling
BMW 6 Series Gran Coupe,Mumbai,68983.2,2013,30000,Diesel,Automatic,First,17.54 kmpl,2993 CC,313 bhp,4.0,,17.54,2993.0,313.0,,Maharashtra,1878.92,1878.92,7,1,11.141618275672883,labeled_for_modeling
Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,33725.12,2014,40000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,17.11,1968.0,174.33,,Tamil Nadu,1942.41,1942.41,6,1,10.42599823926088,labeled_for_modeling
Hyundai i20 Asta Option 1.2,Kolkata,7511.5,2015,36000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,18.6,1197.0,81.83,,West Bengal,1139.88,1139.88,5,1,8.924190458502478,labeled_for_modeling
Nissan Terrano XL D Option,Kochi,9581.0,2015,58817,Diesel,Manual,First,19.87 kmpl,1461 CC,83.14 bhp,5.0,15.06 Lakh,19.87,1461.0,83.14,1506.0,Kerala,2222.0,2222.0,5,1,9.167537249650874,labeled_for_modeling
Volkswagen Vento Konekt Diesel Highline,Chennai,9351.06,2013,55000,Diesel,Manual,Second,20.54 kmpl,1598 CC,103.6 bhp,5.0,,20.54,1598.0,103.6,,Tamil Nadu,1754.4,1754.4,7,2,9.143244984840912,labeled_for_modeling
Hyundai i10 Sportz,Mumbai,3985.7,2011,39000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,20.36,1197.0,78.9,,Maharashtra,1493.96,1493.96,9,1,8.290468234518329,labeled_for_modeling
Lamborghini Gallardo Coupe,Delhi,183955.2,2011,6500,Petrol,Automatic,Third,6.4 kmpl,5204 CC,560 bhp,2.0,,6.4,5204.0,560.0,,Delhi,2775.02,2775.02,9,3,12.12244752868461,labeled_for_modeling
Jaguar XF 3.0 Litre S Premium Luxury,Hyderabad,44455.84,2012,35000,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,,14.74,2993.0,270.9,,Telangana,1515.1,1515.1,8,1,10.702251615889038,labeled_for_modeling
Maruti Swift Dzire VXi,Pune,5058.77,2010,49900,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5.0,,17.5,1298.0,85.8,,Maharashtra,2736.81,2736.81,10,2,8.528878649728096,labeled_for_modeling
Tata Indica Vista Quadrajet VX,Hyderabad,4675.53,2013,99500,Diesel,Manual,Second,22.3 kmpl,1248 CC,74 bhp,5.0,,22.3,1248.0,74.0,,Telangana,1682.43,1682.43,7,2,8.450097804280967,labeled_for_modeling
Hyundai i20 Asta 1.4 CRDi,Kolkata,4982.12,2012,33249,Diesel,Manual,First,21.27 kmpl,1396 CC,88.76 bhp,5.0,,21.27,1396.0,88.76,,West Bengal,872.92,872.92,8,1,8.513610782244209,labeled_for_modeling
Hyundai Xcent 1.2 Kappa S Option,Delhi,5748.6,2014,52000,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5.0,,19.1,1197.0,81.86,,Delhi,3708.14,3708.14,6,1,8.656711625884883,labeled_for_modeling
Toyota Innova 2.5 VX (Diesel) 7 Seater,Mumbai,20311.72,2015,45000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,12.99,2494.0,100.6,,Maharashtra,2202.22,2202.22,5,1,9.918953338334795,labeled_for_modeling
Tata Tiago 1.2 Revotron XZ,Hyderabad,7358.21,2017,22000,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,6.42 Lakh,23.84,1199.0,84.0,642.0,Telangana,2690.37,2690.37,3,1,8.90357197562168,labeled_for_modeling
Renault KWID RXL,Kochi,5825.25,2019,7858,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,4.04 Lakh,25.17,799.0,53.3,404.0,Kerala,3133.18,3133.18,1,1,8.669957195967866,labeled_for_modeling
Toyota Innova 2.5 V Diesel 7-seater,Pune,13030.16,2011,112000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,12.8,2494.0,102.0,,Maharashtra,1493.96,1493.96,9,1,9.475021949398833,labeled_for_modeling
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,59417.53,2016,41082,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5.0,,13.0,2143.0,204.0,,Tamil Nadu,2348.93,2348.93,4,1,10.992344579657148,labeled_for_modeling
Honda City 1.5 S AT,Ahmedabad,4905.47,2009,72000,Petrol,Automatic,First,16.8 kmpl,1497 CC,116.4 bhp,5.0,,16.8,1497.0,116.4,,Gujarat,3109.86,3109.86,11,1,8.498106188000197,labeled_for_modeling
Hyundai i10 Sportz 1.2,Hyderabad,5365.36,2011,84912,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,20.36,1197.0,78.9,,Telangana,1366.82,1366.82,9,1,8.587718754397931,labeled_for_modeling
Hyundai Creta 1.6 CRDi SX Option,Pune,18778.76,2015,70000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,19.67,1582.0,126.2,,Maharashtra,2202.22,2202.22,5,1,9.8404817228933,labeled_for_modeling
Honda Amaze VX Petrol,Mumbai,7281.56,2014,21000,Petrol,Manual,First,19.5 kmpl,1199 CC,86.76 bhp,5.0,8.99 Lakh,19.5,1199.0,86.76,899.0,Maharashtra,1992.54,1992.54,6,1,8.893100403949113,labeled_for_modeling
Volkswagen Polo 1.2 MPI Trendline,Delhi,6898.32,2016,27000,Petrol,Manual,First,18.78 kmpl,999 CC,74 bhp,5.0,,18.78,999.0,74.0,,Delhi,4433.37,4433.37,4,1,8.839033182678838,labeled_for_modeling
Hyundai i10 Magna 1.2,Kolkata,3602.46,2012,29000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,20.36,1197.0,78.9,,West Bengal,872.92,872.92,8,1,8.189372224411617,labeled_for_modeling
Renault Pulse RxL,Hyderabad,5212.06,2014,48425,Diesel,Manual,First,23.08 kmpl,1461 CC,63.12 bhp,5.0,,23.08,1461.0,63.12,,Telangana,1861.56,1861.56,6,1,8.5587304500741,labeled_for_modeling
Volkswagen Vento 1.5 TDI Highline AT,Pune,15329.6,2016,19000,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5.0,15.68 Lakh,21.5,1498.0,108.5,1568.0,Maharashtra,2455.89,2455.89,4,1,9.637540878896608,labeled_for_modeling
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Hyderabad,13796.64,2012,210000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7.0,,12.99,2494.0,100.0,,Telangana,1515.1,1515.1,8,1,9.532180363238783,labeled_for_modeling
Toyota Corolla Altis G,Delhi,7971.39,2013,64000,Petrol,Manual,Second,14.53 kmpl,1798 CC,138.1 bhp,5.0,,14.53,1798.0,138.1,,Delhi,3418.5,3418.5,7,2,8.983614160592705,labeled_for_modeling
Hyundai Verna CRDi,Chennai,2835.98,2006,200000,Diesel,Manual,Second,16.8 kmpl,1493 CC,110 bhp,5.0,,16.8,1493.0,110.0,,Tamil Nadu,3144.42,3144.42,14,2,7.950142835440974,labeled_for_modeling
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Chennai,58252.48,2013,100000,Diesel,Automatic,Second,11.3 kmpl,2987 CC,254.8 bhp,7.0,,11.3,2987.0,254.8,,Tamil Nadu,1754.4,1754.4,7,2,10.972541945628949,labeled_for_modeling
Renault Duster 85PS Diesel RxL Optional,Kochi,7833.43,2013,69140,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5.0,,20.46,1461.0,83.8,,Kerala,1850.82,1850.82,7,1,8.96615575181353,labeled_for_modeling
Skoda Rapid 1.6 MPI Ambition,Coimbatore,14808.39,2019,21214,Petrol,Manual,First,15.41 kmpl,1598 CC,103.52 bhp,5.0,12.44 Lakh,15.41,1598.0,103.52,1244.0,Tamil Nadu,3092.48,3092.48,1,1,9.60294919102159,labeled_for_modeling
Hyundai i10 Sportz 1.2,Kolkata,5212.06,2015,28000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,20.36,1197.0,78.9,,West Bengal,1139.88,1139.88,5,1,8.5587304500741,labeled_for_modeling
Mahindra KUV 100 mFALCON G80 K8,Kochi,8952.49,2017,29085,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6.0,,18.15,1198.0,82.0,,Kerala,2748.78,2748.78,3,1,9.09968698486554,labeled_for_modeling
Maruti Celerio VXI AMT,Kolkata,5825.25,2016,30000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,5.77 Lakh,23.1,998.0,67.04,577.0,West Bengal,1234.36,1234.36,4,1,8.669957195967866,labeled_for_modeling
Maruti A-Star AT VXI,Mumbai,3832.4,2012,32910,Petrol,Automatic,First,16.98 kmpl,998 CC,66.1 bhp,5.0,,16.98,998.0,66.1,,Maharashtra,1681.38,1681.38,8,1,8.251246517776718,labeled_for_modeling
Honda City i DTEC VX,Kolkata,10654.07,2015,30000,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5.0,,25.1,1498.0,98.6,,West Bengal,1139.88,1139.88,5,1,9.273697257757593,labeled_for_modeling
Skoda Superb 1.8 TSI,Pune,8431.28,2010,35102,Petrol,Automatic,First,12.6 kmpl,1798 CC,161.6 bhp,5.0,,12.6,1798.0,161.6,,Maharashtra,2736.81,2736.81,10,1,9.039703878140989,labeled_for_modeling
Hyundai Grand i10 Sportz,Coimbatore,9489.02,2017,22831,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,18.9,1197.0,82.0,,Tamil Nadu,2629.14,2629.14,3,1,9.157890619675195,labeled_for_modeling
Renault Duster 85PS Diesel RxL,Hyderabad,9197.76,2013,74911,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5.0,,20.45,1461.0,83.8,,Telangana,1682.43,1682.43,7,1,9.126715255130618,labeled_for_modeling
Hyundai Grand i10 Magna,Pune,5748.6,2015,21000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,18.9,1197.0,82.0,,Maharashtra,2202.22,2202.22,5,1,8.656711625884883,labeled_for_modeling
Ford EcoSport 1.5 TDCi Titanium,Kochi,14501.8,2018,37160,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,,22.77,1498.0,98.59,,Kerala,3081.56,3081.56,2,1,9.582028058635224,labeled_for_modeling
Nissan Sunny 2011-2014 XL,Jaipur,4598.88,2011,41000,Petrol,Manual,Second,16.95 kmpl,1498 CC,97.7 bhp,5.0,,16.95,1498.0,97.7,,Rajasthan,857.88,857.88,9,2,8.433568074570672,labeled_for_modeling
Ford Figo Aspire 1.5 TDCi Titanium,Chennai,8814.52,2016,37294,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5.0,,25.83,1498.0,99.0,,Tamil Nadu,2348.93,2348.93,4,1,9.084155640711822,labeled_for_modeling
Honda Civic 2006-2010 1.8 V MT,Coimbatore,6760.35,2009,56927,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5.0,,13.5,1799.0,130.0,,Tamil Nadu,3144.42,3144.42,11,1,8.818829942844651,labeled_for_modeling
Renault KWID RXT Optional,Kochi,5671.95,2017,21954,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,4.78 Lakh,25.17,799.0,53.3,478.0,Kerala,2748.78,2748.78,3,1,8.643288252940387,labeled_for_modeling
Honda Brio EX MT,Kolkata,3832.4,2014,50000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5.0,,19.4,1198.0,86.8,,West Bengal,1033.14,1033.14,6,2,8.251246517776718,labeled_for_modeling
Maruti Swift ZXI ABS,Coimbatore,8201.34,2012,78212,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5.0,,16.1,1298.0,88.2,,Tamil Nadu,1580.1,1580.1,8,1,9.012052834535774,labeled_for_modeling
Hyundai i20 Magna Optional 1.4 CRDi,Delhi,5595.3,2013,64500,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5.0,,21.9,1396.0,88.8,,Delhi,3418.5,3418.5,7,1,8.629682238611512,labeled_for_modeling
Skoda Superb Elegance 2.0 TDI CR AT,Delhi,19928.48,2014,51000,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.03 bhp,5.0,,17.2,1968.0,138.03,,Delhi,3708.14,3708.14,6,1,9.8999051433641,labeled_for_modeling
Maruti Wagon R LXI BSII,Delhi,3755.75,2012,52000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,18.9,998.0,67.1,,Delhi,3083.52,3083.52,8,1,8.231043277942533,labeled_for_modeling
Volkswagen Vento 1.5 TDI Highline AT,Mumbai,8814.52,2015,120000,Diesel,Automatic,First,21.21 kmpl,1498 CC,103.2 bhp,5.0,,21.21,1498.0,103.2,,Maharashtra,2202.22,2202.22,5,1,9.084155640711822,labeled_for_modeling
Honda City i DTEC S,Coimbatore,12432.31,2017,65792,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,26.0,1498.0,98.6,,Tamil Nadu,2629.14,2629.14,3,1,9.428054007946477,labeled_for_modeling
Hyundai i20 1.4 Sportz,Ahmedabad,11880.44,2018,30000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,22.54,1396.0,88.73,,Gujarat,2961.86,2961.86,2,1,9.38264862926782,labeled_for_modeling
Nissan Micra XV CVT,Coimbatore,8967.82,2017,54387,Petrol,Automatic,First,19.15 kmpl,1198 CC,75.94 bhp,5.0,9.51 Lakh,19.15,1198.0,75.94,951.0,Tamil Nadu,2629.14,2629.14,3,1,9.10139789318571,labeled_for_modeling
Renault KWID RXT Optional,Mumbai,6576.4,2018,1617,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,4.78 Lakh,25.17,799.0,53.3,478.0,Maharashtra,2742.98,2742.98,2,1,8.791242762136722,labeled_for_modeling
Honda City i-DTEC SV,Hyderabad,12263.68,2015,82000,Diesel,Manual,First,25.6 kmpl,1498 CC,98.6 bhp,5.0,13.33 Lakh,25.6,1498.0,98.6,1333.0,Telangana,2112.6,2112.6,5,1,9.4143973275824,labeled_for_modeling
Toyota Innova Crysta 2.4 G MT 8S,Mumbai,25293.84,2017,20000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8.0,,13.68,2393.0,147.8,,Maharashtra,2589.95,2589.95,3,1,10.138316166809098,labeled_for_modeling
Maruti Baleno Alpha 1.3,Jaipur,8431.28,2015,98000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5.0,,27.39,1248.0,74.0,,Rajasthan,1251.39,1251.39,5,1,9.039703878140989,labeled_for_modeling
Ford EcoSport 1.5 TDCi Trend,Delhi,9734.3,2015,57000,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,,22.77,1498.0,98.59,,Delhi,4053.92,4053.92,5,1,9.183411009725342,labeled_for_modeling
Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,12110.38,2013,250000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,8.0,,12.99,2494.0,100.6,,Rajasthan,1042.2,1042.2,7,2,9.401818215080425,labeled_for_modeling
Ford Ecosport 1.5 DV5 MT Ambiente,Hyderabad,11037.31,2014,56549,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,22.7,1498.0,89.84,,Telangana,1861.56,1861.56,6,1,9.309036630721018,labeled_for_modeling
Volkswagen Polo Diesel Comfortline 1.2L,Bangalore,5595.3,2012,78500,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,22.07,1199.0,73.9,,Karnataka,1534.78,1534.78,8,1,8.629682238611512,labeled_for_modeling
Hyundai i20 Sportz 1.4 CRDi,Kochi,9734.3,2016,55036,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,22.54,1396.0,88.73,,Kerala,2493.69,2493.69,4,1,9.183411009725342,labeled_for_modeling
Renault Duster 85PS Diesel RxL Explore,Pune,11957.09,2016,55000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,,19.87,1461.0,83.8,,Maharashtra,2455.89,2455.89,4,1,9.389079686862901,labeled_for_modeling
Ford Ikon 1.3 Flair,Chennai,2146.14,2007,90000,Petrol,Manual,Second,13.8 kmpl,1299 CC,70 bhp,5.0,,13.8,1299.0,70.0,,Tamil Nadu,3144.42,3144.42,13,2,7.671426158714206,labeled_for_modeling
Ford Endeavour XLT TDCi 4X2,Chennai,8431.28,2007,155000,Diesel,Manual,First,13.1 kmpl,2499 CC,141 bhp,7.0,,13.1,2499.0,141.0,,Tamil Nadu,3144.42,3144.42,13,1,9.039703878140989,labeled_for_modeling
Maruti Baleno Delta 1.3,Hyderabad,13030.16,2018,17810,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5.0,,27.39,1248.0,74.0,,Telangana,3147.72,3147.72,2,1,9.475021949398833,labeled_for_modeling
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Kochi,16065.42,2011,42408,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,,14.84,2143.0,170.0,,Kerala,1468.68,1468.68,9,1,9.684424414999066,labeled_for_modeling
Maruti Esteem Vxi - BSIII,Ahmedabad,1149.72,2005,81000,Petrol,Manual,Second,15.9 kmpl,1298 CC,85 bhp,5.0,,15.9,1298.0,85.0,,Gujarat,3109.86,3109.86,15,2,7.047273713450783,labeled_for_modeling
Tata Indigo XL Grand Petrol,Pune,1992.85,2008,52000,Petrol,Manual,Second,12.85 kmpl,1396 CC,99.6 bhp,5.0,,12.85,1396.0,99.6,,Maharashtra,2736.81,2736.81,12,2,7.597321053958384,labeled_for_modeling
BMW 5 Series 525d Sedan,Mumbai,32192.16,2013,35000,Diesel,Automatic,First,16.73 kmpl,2993 CC,218 bhp,5.0,,16.73,2993.0,218.0,,Maharashtra,1878.92,1878.92,7,1,10.379478223625986,labeled_for_modeling
Hyundai Santro Xing GL Plus,Delhi,3525.81,2013,60000,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,,17.92,1086.0,62.1,,Delhi,3418.5,3418.5,7,1,8.167865476083369,labeled_for_modeling
Skoda Octavia 2.0 TDI AT Style Plus,Mumbai,22917.75,2015,27000,Diesel,Automatic,First,19.5 kmpl,1968 CC,141 bhp,5.0,,19.5,1968.0,141.0,,Maharashtra,2202.22,2202.22,5,1,10.039666998470661,labeled_for_modeling
Audi A6 2011-2015 35 TDI Technology,Coimbatore,55063.92,2017,55975,Diesel,Automatic,Second,17.68 kmpl,1968 CC,174.33 bhp,5.0,,17.68,1968.0,174.33,,Tamil Nadu,2629.14,2629.14,3,2,10.916249971222285,labeled_for_modeling
Ford Figo 1.5D Trend MT,Pune,6898.32,2016,115000,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5.0,,25.83,1498.0,99.0,,Maharashtra,2455.89,2455.89,4,1,8.839033182678838,labeled_for_modeling
Mahindra Xylo D4 BS III,Hyderabad,8431.28,2016,132000,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,7.0,,14.95,2489.0,93.7,,Telangana,2390.93,2390.93,4,1,9.039703878140989,labeled_for_modeling
Maruti Celerio ZXI AT,Mumbai,6821.67,2015,40337,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,23.1,998.0,67.04,,Maharashtra,2202.22,2202.22,5,1,8.827859588897415,labeled_for_modeling
Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,10500.78,2008,192000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,12.8,2494.0,102.0,,Tamil Nadu,3144.42,3144.42,12,1,9.259204819100853,labeled_for_modeling
Hyundai Grand i10 CRDi Asta,Bangalore,8431.28,2016,50000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,24.0,1120.0,70.0,,Karnataka,2548.47,2548.47,4,1,9.039703878140989,labeled_for_modeling
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,7772.11,2016,28147,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.62 Lakh,18.9,1197.0,81.86,662.0,Kerala,2493.69,2493.69,4,1,8.958296963768248,labeled_for_modeling
Hyundai Grand i10 Sportz,Mumbai,5901.9,2015,20000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,18.9,1197.0,82.0,,Maharashtra,2202.22,2202.22,5,1,8.68302961195033,labeled_for_modeling
Hyundai Elite i20 Petrol Asta,Chennai,12187.03,2016,11000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,18.6,1197.0,81.86,,Tamil Nadu,2348.93,2348.93,4,1,9.408127550459925,labeled_for_modeling
Maruti Zen Estilo LXI BSIII,Jaipur,1916.2,2009,63000,Petrol,Manual,Second,18.2 kmpl,998 CC,67.1 bhp,5.0,,18.2,998.0,67.1,,Rajasthan,1723.88,1723.88,11,2,7.558099337216773,labeled_for_modeling
Maruti Alto K10 2010-2014 VXI,Kochi,5579.97,2014,36967,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,,20.92,998.0,67.1,,Kerala,2033.06,2033.06,6,1,8.626938679016819,labeled_for_modeling
Toyota Fortuner 4x2 Manual,Jaipur,30659.2,2016,73053,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7.0,,13.0,2982.0,168.5,,Rajasthan,1378.86,1378.86,4,1,10.330688059456554,labeled_for_modeling
Mahindra Thar CRDe AC,Coimbatore,15881.47,2019,16392,Diesel,Manual,First,16.55 kmpl,2498 CC,105 bhp,6.0,,16.55,2498.0,105.0,,Tamil Nadu,3092.48,3092.48,1,1,9.672908299786378,labeled_for_modeling
Hyundai Santro Xing XO,Chennai,2835.98,2007,79000,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5.0,,17.0,1086.0,94.0,,Tamil Nadu,3144.42,3144.42,13,1,7.950142835440974,labeled_for_modeling
Toyota Etios G,Jaipur,6208.49,2013,67000,Petrol,Manual,Second,16.78 kmpl,1496 CC,88.73 bhp,5.0,,16.78,1496.0,88.73,,Rajasthan,1042.2,1042.2,7,2,8.733672989160585,labeled_for_modeling
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Mumbai,74348.56,2015,48600,Diesel,Automatic,First,12.0 kmpl,2987 CC,224 bhp,7.0,,12.0,2987.0,224.0,,Maharashtra,2202.22,2202.22,5,1,11.216519583846,labeled_for_modeling
Renault Duster 110PS Diesel RxZ,Bangalore,12646.92,2014,70000,Diesel,Manual,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,15.01 Lakh,19.6,1461.0,108.45,1501.0,Karnataka,1950.36,1950.36,6,1,9.445168986249152,labeled_for_modeling
Maruti Swift VDI,Pune,8048.04,2014,84000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,22.9,1248.0,74.0,,Maharashtra,1992.54,1992.54,6,1,8.993183862506095,labeled_for_modeling
Volkswagen Vento Magnific 1.6 Comfortline,Mumbai,6745.02,2013,49106,Petrol,Manual,First,15.04 kmpl,1598 CC,103.2 bhp,5.0,,15.04,1598.0,103.2,,Maharashtra,1878.92,1878.92,7,1,8.816559733796838,labeled_for_modeling
Skoda Superb L&K 2.0 TDI AT,Mumbai,39473.72,2017,35000,Diesel,Automatic,First,18.19 kmpl,1968 CC,174.5 bhp,5.0,40.73 Lakh,18.19,1968.0,174.5,4072.9999999999995,Maharashtra,2589.95,2589.95,3,1,10.583390413012308,labeled_for_modeling
BMW 3 Series 330d Convertible,Kochi,45252.98,2014,51240,Diesel,Automatic,First,8.2 kmpl,2993 CC,245 bhp,4.0,,8.2,2993.0,245.0,,Kerala,2033.06,2033.06,6,1,10.720023803313229,labeled_for_modeling
Maruti Wagon R VXI BS IV,Kolkata,3219.22,2011,37000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,,18.9,998.0,67.1,,West Bengal,773.14,773.14,9,2,8.076894373169724,labeled_for_modeling
Renault KWID RXT,Kochi,5687.28,2017,32587,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,25.17,799.0,53.3,,Kerala,2748.78,2748.78,3,1,8.645987381192382,labeled_for_modeling
Ford Endeavour 4x2 XLT Limited Edition,Pune,11497.2,2009,180000,Diesel,Manual,First,10.9 kmpl,2499 CC,143 bhp,7.0,,10.9,2499.0,143.0,,Maharashtra,2736.81,2736.81,11,1,9.349858806444828,labeled_for_modeling
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,14471.14,2017,21248,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.75 Lakh,24.3,1248.0,88.5,1175.0,Kerala,2748.78,2748.78,3,1,9.579911600212652,labeled_for_modeling
